부처명,번호,사업명,페이지_시작,페이지_끝,총괄표_찾음,총괄표_라인번호,has_추경,has_요구,서브앵커_라인,수집라인,추출숫자,숫자개수,매핑방법,budget_2024,budget_2025,budget_2025_sup,budget_2026_req,budget_2026,change_amount,change_rate,총괄표_원문,fallback_표구조
감사원,1,전산운영경비(정보화),20,29,True,83,True,True,85.0,"(정보화) | 12,508 | 16,111 | 16,111 | 14,762 | 10,300 | △5,811 | △36.1","12,508 | 16,111 | 16,111 | 14,762 | 10,300 | △5,811 | △36.1",7,7열(1차(break)),12508.0,16111.0,16111.0,14762.0,10300.0,-5811.0,-36.1,"- 20 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
전산운영경비
(정보화)
12,508
16,111
16,111
14,762
10,300
△5,811
△36.1
□기능별(내역사업별) 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적·내용
○각종 전산시스템을 구축·개선하여 방대한 감사자료 등 데이터를 보다 효율적으로 
관리하고, 자체감사기구와의 감사 관련 지식 등 공유를 도모하며 각종 사이버위협에 
효과적으로 대응
▪(감사자료분석시스템 구축·운영) 전산화된 감사자료를 수집ㆍ분석ㆍ활용하고, 데이터
기반의 체계적ㆍ과학적 감사를 지원하여 감사 효율성 및 성과 제고를 위해 구축한 감사
2024
2025
2026
예산
예산액
(추경)
예산
현액",
개인정보보호위원회,2,개인정보 안전활용 선도기술 개발(R&D),30,36,True,83,True,True,85.0,"선도기술 개발(R&D) | - | - | - | 6,138 | 6,138 | 6,138 | 순증","DASH | DASH | DASH | 6,138 | 6,138 | 6,138 | 순증",7,7열(1차(break)),,,,6138.0,6138.0,6138.0,,"- 30 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
개인정보 안전활용 
선도기술 개발(R&D)
-
-
-
6,138
6,138
6,138
순증
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
개인정보보호위원회,3,신뢰기반의 AI 개인정보 보호·활용 기술개발(R&D),37,44,True,74,True,True,76.0,"개인정보 보호·활용 | 기술개발(R&D) | - | 1,500 | 1,500 | 2,660 | 2,660 | 1,160 | 77.3","DASH | 1,500 | 1,500 | 2,660 | 2,660 | 1,160 | 77.3",7,7열(1차(break)),,1500.0,1500.0,2660.0,2660.0,1160.0,77.3,"- 37 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
신뢰기반의 AI
개인정보 보호·활용 
기술개발(R&D)
-
1,500
1,500
2,660
2,660
1,160
77.3
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액",
개인정보보호위원회,4,안전한 데이터 활용 지원,45,57,True,81,True,True,83.0,"활용 지원 | 3,328 | 3,564 | 3,564 | 6,456 | 6,456 | 2,892 | 81.1","3,328 | 3,564 | 3,564 | 6,456 | 6,456 | 2,892 | 81.1",7,7열(1차(break)),3328.0,3564.0,3564.0,6456.0,6456.0,2892.0,81.1,"- 45 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경(A)
요구안
본예산(B)
(B-A)/A
안전한 데이터 
활용 지원
3,328
3,564
3,564
6,456
6,456
2,892
81.1
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
[실집
행액]
이월액불용액본예산
예산
현액
집행액",
경찰청,5,112시스템운영(정보화),58,63,True,57,True,True,59.0,"(정보화) | 19,471 | 16,186 | 16,186 | 20,916 | 21,372 | 5,186 | 32.0","19,471 | 16,186 | 16,186 | 20,916 | 21,372 | 5,186 | 32.0",7,7열(1차(break)),19471.0,16186.0,16186.0,20916.0,21372.0,5186.0,32.0,"사업시행주체
치안상황과
가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구
조정(B)
(B-A)/A
112시스템운영
(정보화)
19,471
16,186
16,186
20,916
21,372
5,186
32.0
- 58 -

□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
112시스템운영
- (112시스템유지관리) 112시스템은 24시간 365일 구동되는 경찰 주요 시스템으로 안정적인 
무중단 서비스 제공을 위한 시스템 유지보수 및 장애 발생 시, 신속한 복구를 위한 체계적 
대응 필수
- (112시스템 개선) 112신고 접수･지령을 위해 사용중인 112워크스테이션이 내용연수가 
경과 함에 따라 안정적인 시스템 운영을 위해 장비교체 및 요구조자의 신속한 위치 
파악을 위한 정밀탐색시스템 도입
- (순찰차캠 영상관제 시스템 구축) 실시간 장애대응을 위해 24시간 콜센터 운영, 단말기･
거치대･케이블 등에 장애시 신속한 출장 수리 및 복구 등 유지보수
- (112지원시스템) 최신 IT 환경변화에 맞춘 효율적인 지역경찰 업무지원을 위해 ‘AI 기반 
과학적 예방 활동’ 지원 체계 마련, ‘모바일 앱’ 구축, 노후 시스템 개선 등을 통한 지역",
경찰청,6,경찰정보화기반고도화(정보화),64,71,True,62,True,True,64.0,"(정보화) | 62,509 | 77,006 | 77,006 | 78,334 | 78,334 | 1,328 | 1.7","62,509 | 77,006 | 77,006 | 78,334 | 78,334 | 1,328 | 1.7",7,7열(1차(break)),62509.0,77006.0,77006.0,78334.0,78334.0,1328.0,1.7,"- 64 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구
조정(B)
(B-A)/A
경찰정보화기반고도화
(정보화)
62,509
77,006
77,006
78,334
78,334
1,328
1.7
□내역사업별 예산 내역
(단위: 백만원)
2024
2025(’25. 11월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액
예산액
예산
현액
집행액
[실집행액]",
경찰청,7,과학기술 기반 군중밀집 관리 기술 개발(R&D),72,77,True,60,False,True,62.0,"밀집관리기술개발 | (R&D) | 1,092 | 1,976 | 1,976 | 1,976 | - | -","1,092 | 1,976 | 1,976 | 1,976 | DASH | DASH",6,6열B-요구(1차(break)),1092.0,1976.0,,1976.0,1976.0,,,"- 72 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
과학기술기반군중
밀집관리기술개발
(R&D)
1,092
1,976
1,976
1,976
-
-
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- (①내역: 과학기술 기반 군중밀집 관리 기술 개발) 군중 분석 및 관리 기술 개발을 통해 
밀집도를 계산･예측하고 이를 기반으로 현장 상황 분석과 경찰력 지원까지 연계 가능
한 종합솔루션 개발 
- (②내역: 기획평가관리비) 원활한 사업 추진을 위한 기획, 평가, 관리 등 소요 비용
2) 사업개요
□사업근거 및 추진경위
①법령상 근거 및 조항 적시
- 국가경찰과 자치경찰의 조직 및 운영에 관한 법률 제33조(치안에 필요한 연구개발의 지원 등)
- 재난 및 안전관리 기본법 제71조(재난 및 안전관리에 필요한 과학기술의 진흥 등)
2024
2025(’25.11월말)
2026
예산
예산액",
경찰청,8,과학수사시스템구축(정보화),78,83,True,61,True,True,63.0,"10,353 | 7,990 | 7,990 | 4,126 | 4,126 | ▵3,864 | ▵48.4","10,353 | 7,990 | 7,990 | 4,126 | 4,126 | 3,864 | 48.4",7,7열(1차(break)),10353.0,7990.0,7990.0,4126.0,4126.0,3864.0,48.4,"- 78 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구
조정(B)
(B-A)/A
과학수사시스템구축
10,353
7,990
7,990
4,126
4,126
▵3,864
▵48.4
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- 지능화･다변화된 범죄에 효과적으로 대응하기 위하여 다양한 수사자료 관리･분석 시스템 
운영을 통해 일선 수사경찰의 신속･정확한 현장 수사 지원
- IT･BT 기반의 지능형 과학수사 시스템 구축 및 고도화를 통해 신원확인 정보 관리 및 
효과적인 범인 검거 등 과학수사 지원 능력 강화 필요
- (지문 및 전과기록 관리시스템 재구축) 기초적인 수사 및 신원･범죄경력 확인의 근간이 
되는 ｢지문 및 전과기록 관리시스템｣을 관련 업무와 함께 통합･재편하여 인프라 노후
화로 인한 위협 요소를 제거하는 한편, 자료 정확성 및 시스템 효율성 제고
- (전산장비운영지원) 일선 수사부서에서 전자수사자료표 작성 시 지문 채취에 필요한십지 
라이브스캐너의 노후 교체 및 신설 수사부서 보급을 통한 수사 효율성 제고
- (현장증거물 수집 자동화시스템 구축) 대형재난･안전사고에서 사고 원인 규명 및 희생자 
신원확인을 위한 증거물 수집･분류･입력 등을 자동화한 시스템 구축을 통해재난･사고 
2024
2025(2025.11월말)
2026",
경찰청,9,과학적 범죄수사 고도화 기술 개발(R&D),84,92,True,61,False,True,63.0,"고도화기술개발 | (R&D) | 7,476 | 4,529 | 3,068 | 3,068 | △1,461 | △32.3","7,476 | 4,529 | 3,068 | 3,068 | △1,461 | △32.3",6,6열B-요구(1차(break)),7476.0,4529.0,,3068.0,3068.0,-1461.0,-32.3,"- 84 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
과학적범죄수사
고도화기술개발
(R&D)
7,476
4,529
3,068
3,068
△1,461
△32.3
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- (과학적범죄수사고도화기술개발) 과학기술을 활용한 경찰의 과학수사 기법 개발로 (과학)
수사 역량 강화로 용의자 조기 검거 기여 등 신속한 초기 수사 대응 지원
- (①내역: 법곤충 감정기법 데이터 구축) 시식성 파리 등 10종에 대한 법곤충 감정기법 데이터 
구축을 위한 연구를 통해 사후 경과시간 추정 등 과학수사 현장에 활용
- (②내역: 인공지능 기반 위해기체 고속 분석 플랫폼 구축) 기존의 기체 분자 분석 기법 적용 
2024
2025(’25.11월말)
2026
예산
예산액
(추경)
예산
현액
집행액",
경찰청,10,불법 마약류 대응을 위한 현장기술 개발(R&D),93,102,True,60,False,True,62.0,"위한현장기술개발 | (R&D) | 500 | 1,500 | 4,932 | 4,932 | 3,432 | 222.8","500 | 1,500 | 4,932 | 4,932 | 3,432 | 222.8",6,6열B-요구(1차(break)),500.0,1500.0,,4932.0,4932.0,3432.0,222.8,"- 93 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
불법마약류대응을
위한현장기술개발
(R&D)
500
1,500
4,932
4,932
3,432
222.8
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- (불법마약류대응을위한현장기술개발) 불법마약류 대응을 위해 첨단 과학기술을 접목하여 
치안･관세 현장에서 활용 가능한 불법 마약류 탐지･검사 기술 고도화 방안 마련
- (①내역: 불법마약류대응을위한현장기술개발) 치안･관세 현장에서 실제 활용가능한 
불법마약류 탐지 라만분광시스템 및 간질액 기반 간이검사 마이크로니들패치 개발
2024
2025(’25.11월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액본예산",
경찰청,11,사이버범죄수사단서통합분석및추론시스템개발(R&D),103,108,True,60,False,True,62.0,"단서통합분석및 | 추론시스템개발 | (R&D) | - | 3,640 | 6,136 | 6,136 | 2,496 | 68.6","DASH | 3,640 | 6,136 | 6,136 | 2,496 | 68.6",6,6열B-요구(1차(break)),,3640.0,,6136.0,6136.0,2496.0,68.6,"- 103 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
사이버범죄수사
단서통합분석및
추론시스템개발
(R&D)
-
3,640
6,136
6,136
2,496
68.6
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- (①내역: 사이버범죄 대응 기술) 사이버 환경에서 범죄수사, 근원지 추적, 예방을목적
으로 범죄 사실과 관련된 각종 수사 데이터를 통합･분석하여 이를 토대로 연관관계를 
분석･추론하여 용의자와 공범을 특정, 검거하는 대응 시스템 개발
- (②내역: 기획평가관리비) 원활한 사업 추진을 위한 기획, 평가, 관리 등 소요 비용
2) 사업개요
□사업근거 및 추진경위
①법령상 근거 및 조항 적시
- 국가경찰과 자치경찰의 조직 및 운영에 관한 법률 제33조(치안에 필요한 연구개발의지원 등)
- 과학기술기본법 제16조의6(과학기술을 활용한 사회문제 해결)
- 국정과제 국민안전을 위한 법질서 확립 및 민생치안 역량 강화(예방중심 치안활동 강화), 경찰의
중립성 확보 및 민주적 통제 강화(경찰 수사의 책임성･전문성 강화)
2024
2025(’25.11월말)",
경찰청,12,사이버수사 지원기술 개발(R&D),109,116,True,60,False,True,62.0,"사이버수사 | 지원기술개발 | (R&D) | 1,897 | 5,304 | 8,736 | 8,736 | 3,432 | 64.7","1,897 | 5,304 | 8,736 | 8,736 | 3,432 | 64.7",6,6열B-요구(1차(break)),1897.0,5304.0,,8736.0,8736.0,3432.0,64.7,"- 109 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
사이버수사
지원기술개발
(R&D)
1,897
5,304
8,736
8,736
3,432
64.7
□내역사업별 예산 내역
(단위: 백만원)
나. 사업설명자료
1) 사업목적･내용
- (사이버수사지원기술개발) 사이버 공간에서의 용의자 추적과 검거를 용이하게 하여 범죄 
피해를 최소화하고 국민의 치안서비스 만족도 향상 도모  
- (①내역: 디지털성범죄 대응 위장수사 지원용 가상인물 생성 및 관리기술 개발) 법적으로 
아동･청소년 대상 위장수사가 허용됨에 따라 디지털성범죄 피해 예방 및 용의자 검거를 
위해 가상인물을 생성하여 수사 현장에 투입하고 이를 관리하는 기술 개발
- (②내역: 허위조작 콘텐츠 진위여부 판별 시스템 개발) 딥페이크･딥보이스･가짜뉴스 등 
콘텐츠 조작 기술에 대응, 멀티모달 형태의 탐지 알고리즘 개발로 진위여부 및 원천 
게시물을 추적하고 이를 종합적으로 탐지할 수 있는 통합관리시스템을 구현
- (③내역: 로컬환경 인공지능 모델 대상 포렌식 기술개발) 로컬환경 인공지능 모델에 대한 
2024
2025(’25.11월말)
2026
예산
예산액",
경찰청,13,차세대지능형순찰플랫폼개발(R&D),117,123,True,60,False,True,62.0,"플랫폼개발 | (R&D) | - | 692 | 3,465 | 3,465 | 2,773 | 400.7","DASH | 692 | 3,465 | 3,465 | 2,773 | 400.7",6,6열B-요구(1차(break)),,692.0,,3465.0,3465.0,2773.0,400.7,"- 117 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
차세대지능형순찰
플랫폼개발
(R&D)
-
692
3,465
3,465
2,773
400.7
□내역사업별 예산 내역
(단위: 백만원)
2024
2025(’25.11월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액본예산
예산
현액
집행액
[실집행액]
전년도 이월액 
제외",
경찰청,14,치안데이터활용기술개발(R&D),124,130,True,60,False,True,62.0,"치안데이터 | 활용기술개발 | (R&D) | - | - | 3,120 | 1,560 | 1,560 | 순증","DASH | DASH | 3,120 | 1,560 | 1,560 | 순증",6,6열B-요구(1차(break)),,,,3120.0,1560.0,1560.0,,"- 124 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년
증감
(B-A)
요구
조정(B)
(B-A)/A
치안데이터
활용기술개발
(R&D)
-
-
3,120
1,560
1,560
순증
□내역사업별 예산 내역
(단위: 백만원)
2024
2025(’25.11월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액본예산
예산
현액
집행액
[실집행액]
전년도 이월액 
제외",
경찰청,15,형사·교통여성·청소년범죄수사역량강화,131,140,True,63,True,True,65.0,"형사･교통･여성 | 수사역량강화 | 24,120 | 19,660 | 19,660 | 21,570 | 19,620 | ▵40 | ▵0.2","24,120 | 19,660 | 19,660 | 21,570 | 19,620 | 40 | 0.2",7,7열(1차(break)),24120.0,19660.0,19660.0,21570.0,19620.0,40.0,0.2,"- 131 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년
증감
(B-A)
본예산(A)
추경
요구
조정(B)
(B-A)/A
형사･교통･여성
청소년범죄 
수사역량강화
24,120
19,660
19,660
21,570
19,620
▵40
▵0.2
□내역사업별 예산 내역
(단위: 백만원)
2024
2025(2025.11월말)
2026
예산
예산액
(추경)
예산
현액
집행액
[실집행액] 이월액불용액본예산
예산
현액
집행액
[실집행액]",
고용노동부,16,고용노동행정(정보화),141,151,True,60,False,False,62.0,"22,378 | 21,701 | 23,739 | 23,739 | 2,038 | 9.4","22,378 | 21,701 | 23,739 | 23,739 | 2,038 | 9.4",6,6열A-추경(1차(break)),22378.0,21701.0,23739.0,,23739.0,2038.0,9.4,"정책기획관
지능정보화기획팀
가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
본예산(A)
2026년 예산
증감
(B-A)
정부안
확정(B)
(B-A)/A
고용노동행정(정보화)
22,378
21,701
23,739
23,739
2,038
9.4
- 141 -

□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액불용액
○기능별 분류(합계)",
고용노동부,17,내일배움카드(고보),152,160,True,73,False,False,75.0,"내일배움카 | 드(고보) | 571,022 | 603,198 | 603,198 | 508,979 | 508,979 | △94,219 | △15.6","571,022 | 603,198 | 603,198 | 508,979 | 508,979 | △94,219 | △15.6",7,7열(1차(break)),571022.0,603198.0,603198.0,508979.0,508979.0,-94219.0,-15.6,"- 152 -

가. 지출계획 총괄표
(단위: 백만원, %)
목명
2024년 
결산
2025년 계획
2026년 계획
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
내일배움카
드(고보)
571,022
603,198
603,198
508,979
508,979
△94,219
△15.6
□기능별(내역사업별) 계획 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
계획
계획액
(수정)
계획
현액
집행액이월액불용액
계획액
계획
현액
집행액
이월
액",
고용노동부,18,내일배움카드(일반),161,170,True,82,True,False,84.0,"577,838 | 580,161 | 596,161 | 627,325 | 627,325 | 47,164 | 8.1","577,838 | 580,161 | 596,161 | 627,325 | 627,325 | 47,164 | 8.1",7,7열(1차(break)),577838.0,580161.0,596161.0,627325.0,627325.0,47164.0,8.1,"- 161 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
내일배움카드(일반)
577,838
580,161
596,161
627,325
627,325
47,164
8.1
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액불용액
○기능별 분류(합계)",
고용노동부,19,노동위원회정보화운영(정보화),171,176,True,61,True,False,63.0,"노동위원회 | 정보화운영(정보화) | 1,456 | 7,276 | 7,276 | 5,626 | 2,959 | △4,317 | △59.3","1,456 | 7,276 | 7,276 | 5,626 | 2,959 | △4,317 | △59.3",7,7열(1차(break)),1456.0,7276.0,7276.0,5626.0,2959.0,-4317.0,-59.3,"사업시행주체
-
가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
노동위원회
정보화운영(정보화)
1,456
7,276
7,276
5,626
2,959
△4,317
△59.3
- 171 -

□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(’25.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액",
고용노동부,20,디지털 기반의 고용서비스 인프라 지원(정보화),177,188,True,71,True,False,73.0,"고용서비스 | 인프라 지원 | (정보화) | 5,714 | 6,047 | 6,047 | 7,523 | 7,523 | 1,476 | 24.4","5,714 | 6,047 | 6,047 | 7,523 | 7,523 | 1,476 | 24.4",7,7열(1차(break)),5714.0,6047.0,6047.0,7523.0,7523.0,1476.0,24.4,"- 177 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
디지털 기반의 
고용서비스 
인프라 지원 
(정보화)
5,714
6,047
6,047
7,523
7,523
1,476
24.4
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액",
고용노동부,21,미래환경변화 대응 산업안전보건 연구개발(R&D),189,194,True,66,False,False,132.0,데이터 기반 | 산재 예방·대응 | 지원체계 구축,,0,실패(2차(nobreak)) → fallback필요,,,,,,,,"- 189 -

가. 지출계획 총괄표
(단위: 백만원, %)
□기능별(내역사업별) 계획 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
계획
계획액
(수정)
계획
현액
집행액이월액불용액
계획액
계획
현액
집행액이월액불용액
당초
수정
○기능별 분류(합계)
-
-
-
-
-
-
-
-
-
-
-
1,554
․데이터 기반
산재 예방·대응
지원체계 구축
-
-
-
-
-","목명 | 2024년↵결산 | 2025년 계획 |  | 2026년 계획 |  | 증감↵(B-A) (B-A)/A | 
 |  | 당초(A) | 수정 | 정부안 | 확정(B) |  | (B-A)/A
데이터 기반↵산재 예방·대응↵지원체계 구축 | - | - | - | 1,554 | 1,554 | 1,554 | 순증"
고용노동부,22,사업주직업훈련지원금,195,203,True,69,False,False,71.0,"사업주직업 | 훈련지원금 | 368,023 | 300,670 | 300,670 | 249,668 | 249,668 △51,002 | △17.0","368,023 | 300,670 | 300,670 | 249,668 | 249,668 | △51,002 | △17.0",7,7열(1차(break)),368023.0,300670.0,300670.0,249668.0,249668.0,-51002.0,-17.0,"사업시행주체
한국산업인력공단
가. 지출계획 총괄표                                  
(단위: 백만원, %)
목명
2024년 
결산
2025년 계획
2026년 계획
증감
(B-A)
당초(A)
수정
정부안
확정(B)
(B-A)/A
사업주직업
훈련지원금
368,023
300,670
300,670
249,668
249,668 △51,002
△17.0
- 195 -

□기능별(내역사업별) 계획 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
계획
계획액
(수정)
계획
현액
집행액이월액불용액
계획액
계획
현액
집행액
이월",
고용노동부,23,일자리정보플랫폼 기반 AI 고용서비스 지원(정보화),204,220,True,70,True,False,72.0,"AI 고용서비스 지원 | 8,216 | 7,507 | 7,507 | 9,601 | 11,101 | 3,594 | 47.9","8,216 | 7,507 | 7,507 | 9,601 | 11,101 | 3,594 | 47.9",7,7열(1차(break)),8216.0,7507.0,7507.0,9601.0,11101.0,3594.0,47.9,"- 204 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
일자리정보플랫폼 기반
AI 고용서비스 지원
8,216
7,507
7,507
9,601
11,101
3,594
47.9
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액",
고용노동부,24,직업능력개발담당자양성 및 훈련매체개발,221,232,True,81,True,False,83.0,"양성 및 훈련매체개발 | 75,138 | 75,778 | 75,778 | 78,970 | 82,080 | 6,302 | 8.3","75,138 | 75,778 | 75,778 | 78,970 | 82,080 | 6,302 | 8.3",7,7열(1차(break)),75138.0,75778.0,75778.0,78970.0,82080.0,6302.0,8.3,"- 221 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
직업능력개발담당자
양성 및 훈련매체개발
75,138
75,778
75,778
78,970
82,080
6,302
8.3
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액불용액",
고용노동부,25,직업능력개발심사평가,233,245,True,77,True,False,79.0,"심사평가 | 18,394 | 19,802 | 19,802 | 23,024 | 23,024 | 3,222 | 16.3","18,394 | 19,802 | 19,802 | 23,024 | 23,024 | 3,222 | 16.3",7,7열(1차(break)),18394.0,19802.0,19802.0,23024.0,23024.0,3222.0,16.3,"- 233 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
직업능력개발
심사평가
18,394
19,802
19,802
23,024
23,024
3,222
16.3
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액불용액",
고용노동부,26,취약노동자지원,246,258,True,142,True,False,144.0,"- | 15,989 | 15,989 | 14,795 | 25,345 | 9,356 | 58.5%","DASH | 15,989 | 15,989 | 14,795 | 25,345 | 9,356 | 58.5",7,7열(1차(break)),,15989.0,15989.0,14795.0,25345.0,9356.0,58.5,"- 247 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산(A)
추경
정부안
확정(B)
(B-A)/A
취약노동자지원
-
15,989
15,989
14,795
25,345
9,356
58.5%
□기능별(내역사업별) 예산내역
(단위: 백만원)
2024
2025(2025.12월말)
2026
예산
예산액
(추경)
예산
현액
집행액
이월액불용액
본예산
예산
현액
집행액
이월액불용액
○기능별 분류(합계)",
과학기술정보통신부,27,4대지역외 AX 대전환 기획,259,264,True,67,True,True,69.0,"AX 대전환 기획 | - | - | - | 2,500 | 2,500 | 2,500 | 순증","DASH | DASH | DASH | 2,500 | 2,500 | 2,500 | 순증",7,7열(1차(break)),,,,2500.0,2500.0,2500.0,,"- 259 -

가. 지출계획 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경*(A)
요구안
본예산(B)
(B-A)/A
4대 지역외
AX 대전환 기획
-
-
-
2,500
2,500
2,500
순증
* 추경: 추경증감액을 포함한 최종 예산액을 기재
□기능별(내역사업별) 계획 내역
(단위: 백만원)
2024
2025
2026
계획
계획액
(추경)
계획
현액
집행액
이월액
불용액
계획액
(추경)
계획",
과학기술정보통신부,28,AGI 준비 프로젝트,265,271,True,62,True,True,64.0,"- | - | - | 20,000 | 20,000 | 순증 | 순증","DASH | DASH | DASH | 20,000 | 20,000 | 순증 | 순증",7,7열(1차(break)),,,,20000.0,20000.0,,,"- 265 -

가. 예산 총괄표
(단위: 백만원, %)
사업명
2024년
결산
2025년 예산
2026년 예산
증감
(B-A)
본예산
추경*(A)
요구안
본예산(B)
(B-A)/A
AGI 준비 프로젝트
-
-
-
20,000
20,000
순증
순증
□기능별(내역사업별) 예산 내역
(단위: 백만원)
2024
2025
2026
예산
예산액
(추경)
예산
현액
집행액
이월액
불용액
예산액
(추경)
예산
현액
집행액",
